GSS_CD,GSS_NM,date,cumulative_cases,incidence,Mean(R),Std(R),Quantile.0.025(R),Quantile.0.05(R),Quantile.0.25(R),Median(R),Quantile.0.75(R),Quantile.0.95(R),Quantile.0.975(R)
E08000032,Bradford,2020-03-19,8,1,1.147278074992945,0.5130783529558653,0.3725180680864613,0.45206188077830406,2.10032633765841,1.0717662703043247,2.10032633765841,2.10032633765841,2.3499900280773396
E09000005,Brent,2020-03-19,71,7,1.9808726584441643,0.24956649681574516,1.5221569397101686,1.5890087378856677,2.4084566418769127,1.9704017664266822,2.4084566418769127,2.4084566418769127,2.499081581840425
E06000043,Brighton and Hove,2020-03-19,14,2,1.9918591385486475,0.8131730881573082,0.7309771984889173,0.8674595495649661,3.490080776142961,1.8823603967966664,3.490080776142961,3.490080776142961,3.873612313969866
E06000023,"Bristol, City of",2020-03-19,14,1,1.4609978521891074,0.4620080869531598,0.7006052585461408,0.7926506070704925,2.2945287460875785,1.412597128552678,2.2945287460875785,2.2945287460875785,2.496086114759646
E09000006,Bromley,2020-03-19,43,11,2.3911798582145565,0.3415971226020795,1.7690080227391087,1.858380893808034,2.9794036278694764,2.374933147693246,2.9794036278694764,2.9794036278694764,3.1056564056042153
E10000002,Buckinghamshire,2020-03-19,46,0,1.4464024191597282,0.2556902397281178,0.9893381839735256,1.053046619338893,1.8910640556576976,1.4313639477391698,1.8910640556576976,1.8910640556576976,1.988894879244596
E08000002,Bury,2020-03-19,11,1,2.060520341102228,0.6868401137007427,0.9422011087081039,1.0749568725536895,3.3047654838719445,1.9847278057130446,3.3047654838719445,3.3047654838719445,3.6089302254279656
E08000033,Calderdale,2020-03-19,7,2,1.2952838888324947,0.5287974332812503,0.475346358576592,0.5640993165732093,2.2695607900044172,1.2240780724703417,2.2695607900044172,2.2695607900044172,2.518967091982336
E10000003,Cambridgeshire,2020-03-19,16,1,1.2779811913056056,0.35444820879468575,0.6804711608164495,0.7559335712135491,1.9113259934066638,1.2453660357091607,1.9113259934066638,1.9113259934066638,2.0606547255017658
E09000007,Camden,2020-03-19,42,9,1.5879597834401704,0.28992046460039994,1.0713897975898443,1.1430123525636775,2.0929824573825306,1.570351063513906,2.0929824573825306,2.0929824573825306,2.2045559626504274
E06000056,Central Bedfordshire,2020-03-19,9,0,1.7117670701357972,0.5705890233785991,0.7827289054905544,0.8930150989284883,2.74541756126868,1.6488027966688799,2.74541756126868,2.74541756126868,2.998100914160721
E06000049,Cheshire East,2020-03-19,11,0,1.8398018926572357,0.5547211424117975,0.9184224760478852,1.0317955715314364,2.837011186686193,1.7843607009485616,2.837011186686193,2.837011186686193,3.0758738047949756
E06000050,Cheshire West and Chester,2020-03-19,8,2,2.010743425600973,0.7599895792140401,0.8084231432996949,0.9437038469287036,3.401717028781378,1.915846985542209,3.401717028781378,3.401717028781378,3.751321647512306
E06000052,Cornwall and Isles of Scilly,2020-03-19,12,6,2.5341352924119493,0.7028426719810933,1.3493203153731956,1.4989562871220434,3.790007778007985,2.4694620269313985,3.790007778007985,3.790007778007985,4.086114804267681
E06000047,County Durham,2020-03-19,5,2,3.947874395817632,1.4921562655218328,1.5872502616614943,1.8528591003155523,6.678898654476015,3.761555633715866,6.678898654476015,6.678898654476015,7.365309016621003
E08000026,Coventry,2020-03-19,7,3,2.446878316202528,0.9989338895627776,0.8979612172396192,1.0656215195819119,4.287352859279979,2.312365743672119,4.287352859279979,4.287352859279979,4.758498125190832
E09000008,Croydon,2020-03-19,53,18,3.49295432622443,0.4145374127272023,2.7280263082243894,2.840192951366155,4.201610746733308,3.4765692371798336,4.201610746733308,4.201610746733308,4.3509807882474885
E10000006,Cumbria,2020-03-19,41,13,2.572202712219969,0.3877741491440066,1.8689664283990646,1.969291096513509,3.241501632275986,2.5527427905089946,3.241501632275986,3.241501632275986,3.3859960783090055
E06000005,Darlington,2020-03-19,3,0,0.9069514339780803,0.641311509172764,0.10983602624912261,0.16114781585438423,2.1512273637760346,0.7610896046542027,2.1512273637760346,2.1512273637760346,2.526604981513264
E06000015,Derby,2020-03-19,18,2,1.7722190119172216,0.42982624575661577,1.0323828827563946,1.1292308870087113,2.5333541021324684,1.7375933638928147,2.5333541021324684,2.5333541021324684,2.7086801369998246
E10000007,Derbyshire,2020-03-19,51,9,2.4123232837438757,0.3411540304698989,1.7904728381210775,1.8799106330727833,2.9995337531440045,2.3962603282639816,2.9995337531440045,2.9995337531440045,3.1254349264112506
E10000008,Devon,2020-03-19,27,3,1.8764314249916294,0.46910785624790735,1.0725426893487502,1.1769865370184691,2.7087612568146646,1.8374872100944792,2.7087612568146646,2.7087612568146646,2.901457759476686
E08000017,Doncaster,2020-03-19,5,1,1.621753181017474,0.7252700710963187,0.5265788435026248,0.6390192658161492,2.9689497197906913,1.5150122677834323,2.9689497197906913,2.9689497197906913,3.3218658026016965
E06000059,Dorset,2020-03-19,8,0,2.3173632647575317,0.8193116394913238,1.0004729761293147,1.153126561028094,3.808619490825957,2.2215546157891928,3.808619490825957,3.808619490825957,4.177822257841579
E08000027,Dudley,2020-03-19,13,7,2.2692230498661936,0.5673057624665484,1.297057041477824,1.423364021521018,3.2757837023411485,2.2221266791027645,3.2757837023411485,3.2757837023411485,3.5088171826193912
E09000009,Ealing,2020-03-19,60,0,1.4835911514550193,0.2345763577534845,1.0598992695956897,1.1199532870093334,1.8893435761251585,1.4712463753291125,1.8893435761251585,1.8893435761251585,1.9774149947377682
E06000011,East Riding of Yorkshire,2020-03-19,11,5,2.19887985483425,0.5677483372056021,1.2306963627288028,1.3554379898498947,3.208383531128389,2.150213624092327,3.208383531128389,3.208383531128389,3.4433903121662226
E10000011,East Sussex,2020-03-19,9,0,1.7052034457445402,0.5684011485815135,0.7797275984637683,0.8895909089277876,2.7348904924964677,1.64248060339773,2.7348904924964677,2.7348904924964677,2.9866049526885363
E09000010,Enfield,2020-03-19,32,18,2.8321907096690278,0.42219806347088784,2.06581933801412,2.1753122351938186,3.5605442548970876,2.8112393707098065,3.5605442548970876,3.5605442548970876,3.717593082095929
E10000012,Essex,2020-03-19,35,12,2.2003367578154185,0.361733134715608,1.549240136894363,1.6410120781784185,2.8271790013423983,2.180545966443068,2.8271790013423983,2.8271790013423983,2.9638639894011582
E08000037,Gateshead,2020-03-19,2,0,1.6143143318170692,1.14149261099448,0.19550095482629753,0.2868325898485074,3.8290442401181934,1.3546897998729677,3.8290442401181934,3.8290442401181934,4.4971918888832585
E10000013,Gloucestershire,2020-03-19,18,7,2.361415845391258,0.5565910524925074,1.3995246886961683,1.5263017232619356,3.3452381090517775,2.3178328222196733,3.3452381090517775,3.3452381090517775,3.570807993399454
E09000011,Greenwich,2020-03-19,37,7,1.7716468576925044,0.30840413216838897,1.2195201781415252,1.2966677428506295,2.307567547577027,1.7537839267599344,2.307567547577027,2.307567547577027,2.4252477598329056
E09000012,Hackney and City of London,2020-03-19,35,12,1.8781653577830741,0.31746788864281433,1.308210987809835,1.3882131381181195,2.429037305849182,1.860308670692351,2.429037305849182,2.429037305849182,2.549560753323732
E06000006,Halton,2020-03-19,4,1,2.5601203612306005,1.04516476085412,0.9395190519397634,1.1149387084687945,4.485772454699546,2.419382518446879,4.485772454699546,4.485772454699546,4.978722422979025
E09000013,Hammersmith and Fulham,2020-03-19,30,7,1.482953651045599,0.29083113863212207,0.9687145598137633,1.039125393232679,1.9914972526226813,1.4639853678777455,1.9914972526226813,1.9914972526226813,2.104934738555427
E10000014,Hampshire,2020-03-19,94,17,1.2873233455953228,0.16091541819941535,0.9913958393995015,1.0345594538820801,1.5629384778737279,1.2806247801224218,1.5629384778737279,1.5629384778737279,1.6213106838336573
E09000014,Haringey,2020-03-19,35,11,1.9250102719209825,0.3208350453201637,1.348253528447502,1.429382501600069,2.481345469537531,1.9072157411825557,2.481345469537531,2.481345469537531,2.602855977414659
E09000015,Harrow,2020-03-19,60,2,1.9092425968639912,0.26734743839665653,1.4215565183447971,1.4917825735549015,2.3692230920487876,1.8967784906421499,2.3692230920487876,2.3692230920487876,2.4677434754566643
E06000001,Hartlepool,2020-03-19,2,0,3.472567169480653,2.0048875900787118,0.7161268342133882,0.9464961580622228,7.28752207904612,3.0952846848825235,7.28752207904612,7.28752207904612,8.362737734896657
E09000016,Havering,2020-03-19,18,5,2.694763686310079,0.588045646311151,1.6681011943911415,1.8057514897469955,3.7292987153362342,2.652112468861279,3.7292987153362342,3.7292987153362342,3.9636609095785804
E06000019,"Herefordshire, County of",2020-03-19,3,0,2.267280352375006,1.3090149217720592,0.4675677162677773,0.6179785841533056,4.758109727159412,2.020948136790391,4.758109727159412,4.758109727159412,5.460130800358847
E10000015,Hertfordshire,2020-03-19,60,7,1.7369162828198241,0.26184998192600817,1.262046030084559,1.3297916820071787,2.1888698503968125,1.72377569529085,2.1888698503968125,2.1888698503968125,2.286441769942444
E09000017,Hillingdon,2020-03-19,31,4,1.9341434293129904,0.365518750992272,1.285224262466445,1.3746674930022822,2.5720074975835368,1.9111672808478493,2.5720074975835368,2.5720074975835368,2.7135743880780505
E09000018,Hounslow,2020-03-19,32,9,2.1224826074846295,0.3875105340105716,1.4320301023584456,1.527761511189367,2.7975008623587314,2.098946619877565,2.7975008623587314,2.7975008623587314,2.9466311028451573
E06000046,Isle of Wight,2020-03-19,3,0,1.2891976252565305,0.9116003831084862,0.15612781335698853,0.2290656078501441,3.0578894358239235,1.0818604769429625,3.0578894358239235,3.0578894358239235,3.591474714187335
E09000019,Islington,2020-03-19,38,9,2.4453543700087446,0.36865104203522336,1.7767982287604585,1.8721753794134097,3.0816467707692454,2.4268541155887147,3.0816467707692454,3.0816467707692454,3.2190154639014756
E09000020,Kensington and Chelsea,2020-03-19,62,7,1.2787397152548687,0.2074389738649914,0.9049123292389274,0.9577056614378912,1.6379809492403914,1.267540361065802,1.6379809492403914,1.6379809492403914,1.7161907213378258
E10000016,Kent,2020-03-19,28,6,1.9487975973489702,0.41548504378689294,1.2213010788805305,1.319312812869802,2.6787501467543824,1.9193512204614693,2.6787501467543824,2.6787501467543824,2.8435375877001783
E06000010,"Kingston upon Hull, City of",2020-03-19,1,0,2.324263896260648,1.6435027623129705,0.2814791407295382,0.4129769647187711,5.512996514423563,1.9504606571467278,5.512996514423563,5.512996514423563,6.474984788199266
E09000021,Kingston upon Thames,2020-03-19,16,3,3.4394536700285405,0.8106870045513797,2.038438226044016,2.2230917412914826,4.87241224952105,3.3759740464412733,4.87241224952105,4.87241224952105,5.200959704676704
E08000034,Kirklees,2020-03-19,4,3,3.1807540701999275,1.2022120359150703,1.2788281044488718,1.4928258941265244,5.381106881764824,3.0306393245186465,5.381106881764824,5.381106881764824,5.934139307399504
E08000011,Knowsley,2020-03-19,3,0,3.2836249678596827,1.6418124839298414,0.8946772881112803,1.121619300403439,6.365025041832029,3.014417589606082,6.365025041832029,6.365025041832029,7.1971091879624245
E09000022,Lambeth,2020-03-19,88,20,1.9276438986608302,0.21551713969091663,1.5285017264277785,1.5873672411148445,2.2952992812100845,1.9196180257818434,2.2952992812100845,2.2952992812100845,2.3723892041568955
E10000017,Lancashire,2020-03-19,26,1,2.236170929417658,0.48797250242457957,1.3842250499271145,1.4984501266803183,3.0946496038650864,2.2007780624854654,3.0946496038650864,3.0946496038650864,3.2891282248965577
E08000035,Leeds,2020-03-19,25,2,1.3487401903501224,0.32711754507818963,0.785690863510557,0.859396649766054,1.9279990063067924,1.3223884794197036,1.9279990063067924,1.9279990063067924,2.06143018385889
E06000016,Leicester,2020-03-19,7,6,4.278071095968667,1.2349727494349336,2.210541762583941,2.4685227847260833,6.491086703852378,4.159840595192219,6.491086703852378,6.491086703852378,7.016763339458268
E10000018,Leicestershire,2020-03-19,20,3,2.0456610382836455,0.46930682834825793,1.2316215767092351,1.3395798336148765,2.873806029948435,2.0098863419655104,2.873806029948435,2.873806029948435,3.0628670950376597
E09000023,Lewisham,2020-03-19,42,7,2.569695235932019,0.3918748496701381,1.859701183866707,1.96083517615257,3.2464182903264467,2.5498028037283897,3.2464182903264467,3.2464182903264467,3.3927028106134567
E10000019,Lincolnshire,2020-03-19,8,1,1.4665723590552875,0.5987256584258758,0.5382062082887263,0.6386958662737076,2.5696877344906093,1.3859502784588653,2.5696877344906093,2.5696877344906093,2.852075550635455
E08000012,Liverpool,2020-03-19,20,1,1.550748986449085,0.4301003835396913,0.8257085238209897,0.9172773647667272,2.3192726678716755,1.5111725671495218,2.3192726678716755,2.3192726678716755,2.500473597525131
E06000032,Luton,2020-03-19,5,1,1.456009439238575,0.8406274416870273,0.30026415024325437,0.3968554884851222,3.055578313647877,1.2978190192915897,3.055578313647877,3.055578313647877,3.5064044799188703
E08000003,Manchester,2020-03-19,25,4,1.9246843737405404,0.44155287807088867,1.1587857219213786,1.2603595243226264,2.703854380315062,1.8910253277450224,2.703854380315062,2.703854380315062,2.8817347186751645
E06000035,Medway,2020-03-19,9,2,4.062894807601251,1.284800148569154,1.948315983394619,2.2042852635842456,6.38086422536668,3.9282970404300372,6.38086422536668,6.38086422536668,6.941375923165888
E09000024,Merton,2020-03-19,42,5,2.153447598237715,0.3322841783759004,1.55201561424967,1.6375497832012655,2.7275680141140017,2.136381068402576,2.7275680141140017,2.7275680141140017,2.85183780653811
E06000002,Middlesbrough,2020-03-19,0,1,10,7.0710678118654755,1.2110463927198243,1.77680755349331,23.719322591952885,8.391734950083304,23.719322591952885,23.719322591952885,27.858216954694488
E06000042,Milton Keynes,2020-03-19,6,2,2.7251354898251376,1.0300043992905006,1.0956458047070514,1.2789900553230857,4.61030466813735,2.5965235280155845,4.61030466813735,4.61030466813735,5.084119448173588
E08000021,Newcastle upon Tyne,2020-03-19,24,1,2.489962741253418,0.5712366295950085,1.499120225657133,1.6305261781952185,3.4979743986153107,2.4464180585104005,3.4979743986153107,3.4979743986153107,3.7280980599081075
E09000025,Newham,2020-03-19,35,9,2.7154323436929357,0.4093668285284025,1.9730372978928272,2.0789484095536577,3.4220002694962264,2.6948888225432723,3.4220002694962264,3.4220002694962264,3.5745406934597086
E10000020,Norfolk,2020-03-19,12,6,4.320981957272693,0.9913012467691713,2.601513404006301,2.8295500491287395,6.070245153873268,4.245416252874632,6.070245153873268,6.070245153873268,6.469592570568811
E06000012,North East Lincolnshire,2020-03-19,0,0,5,5,0.12658903992144938,0.2564664719377527,14.97866136776995,3.4657359027997265,14.97866136776995,14.97866136776995,18.444397270569677
E06000013,North Lincolnshire,2020-03-19,2,0,1.605104629819416,1.1349803682592323,0.1943856171880693,0.28519620304102217,3.8071994508523845,1.3469612620596119,3.8071994508523845,3.8071994508523845,4.4715353012493875
E06000024,North Somerset,2020-03-19,5,0,1.8028214905216988,0.8062462808208023,0.5853712307349966,0.7103655961679528,3.300432163024296,1.6841629828346596,3.300432163024296,3.300432163024296,3.6927512322202887
E08000022,North Tyneside,2020-03-19,13,1,2.185851541831186,0.6590590374248987,1.0911692141060858,1.2258667359175086,3.370626642661938,2.1199823768623784,3.370626642661938,3.370626642661938,3.6544171008426383
E10000023,North Yorkshire,2020-03-19,19,1,1.5494333860323828,0.3873583465080957,0.8856350563566826,0.9718779013601258,2.2367164982426155,1.517275820373018,2.2367164982426155,2.2367164982426155,2.395832568576785
E10000021,Northamptonshire,2020-03-19,17,1,1.3173424792568862,0.41658026929448777,0.6317169233963545,0.7147117391980677,2.0689148738775542,1.2737008481774803,2.0689148738775542,2.0689148738775542,2.2506537336309136
E06000057,Northumberland,2020-03-19,6,1,3.3254052708744997,1.1757083086144233,1.4356739656594264,1.6547311344513909,5.46535086758319,3.1879203149679363,5.46535086758319,5.46535086758319,5.995155083489608
E06000018,Nottingham,2020-03-19,15,8,2.3581871881504304,0.555830050682802,1.3976111817936483,1.5242148798454678,3.3406643160605247,2.3146637540781625,3.3406643160605247,3.3406643160605247,3.5659257888923586
E10000024,Nottinghamshire,2020-03-19,32,12,2.742935461774939,0.44496288867909495,1.941064383983801,2.0543076822925115,3.5135188011954095,2.718912507464768,3.5135188011954095,3.5135188011954095,3.6812811337359546
E08000004,Oldham,2020-03-19,15,0,1.4159742279780956,0.4719914093260319,0.6474735827113455,0.7387023546245315,2.2710102207343716,1.363890162296515,2.2710102207343716,2.2710102207343716,2.480029965170652
E10000025,Oxfordshire,2020-03-19,40,5,1.2094563181402354,0.27044265431781783,0.7387673399125364,0.8015461060183907,1.6859361263435326,1.1893595337739757,1.6859361263435326,1.6859361263435326,1.7942800658383988
E06000031,Peterborough,2020-03-19,2,0,2.783206409976006,1.6068849700099388,0.5739640727055002,0.7586013590430906,5.840831054760058,2.4808206019392873,5.840831054760058,5.840831054760058,6.702599008961308
E06000026,Plymouth,2020-03-19,8,0,2.271787738905757,0.8031982577983573,0.9807966989219281,1.1304480495526812,3.733715465762854,2.177863356260392,3.733715465762854,3.733715465762854,4.095657131116702
E06000044,Portsmouth,2020-03-19,5,9,5.029643040574657,1.344228645400165,2.749752653374211,3.0407560324606075,7.4253946150214265,4.910409819455139,7.4253946150214265,7.4253946150214265,7.986496865641932
E06000038,Reading,2020-03-19,9,0,1.5827117661134704,0.6461393728128656,0.580827323789601,0.6892748634445826,2.7731840079378127,1.495705138189089,2.7731840079378127,2.7731840079378127,3.0779344121438736
E09000026,Redbridge,2020-03-19,19,9,4.656268408768165,0.8799520176547863,3.0940565424512068,3.3093827082413614,6.191866164944631,4.6009554921395335,6.191866164944631,6.191866164944631,6.532675140094568
E06000003,Redcar and Cleveland,2020-03-19,2,1,1.9337964378847956,1.116477893970726,0.3987953158247128,0.5270829359381722,4.058261093211288,1.7236961031225735,4.058261093211288,4.058261093211288,4.657025092224935
E09000027,Richmond upon Thames,2020-03-19,13,4,3.263826195887485,0.8159565489718712,1.8655586764753098,2.0472261552243567,4.711563572559678,3.1960874301288813,4.711563572559678,4.711563572559678,5.046735902796587
E08000005,Rochdale,2020-03-19,10,2,2.6097343553281522,0.7868645144657742,1.3027699873631207,1.4635882055822522,4.024262389279225,2.531091767079974,4.024262389279225,4.024262389279225,4.363085815415495
E08000018,Rotherham,2020-03-19,5,1,1.964451745311508,0.8785295282069271,0.6378521345115221,0.7740527514998516,3.596329285524055,1.835155021399919,3.596329285524055,3.596329285524055,4.0238213496318735
E06000017,Rutland,2020-03-19,0,0,5,5,0.12658903992144938,0.2564664719377527,14.97866136776995,3.4657359027997265,14.97866136776995,14.97866136776995,18.444397270569677
E08000006,Salford,2020-03-19,10,0,2.7608767480060776,0.8324356605047959,1.3782197252251545,1.5483517075974134,4.257326971135092,2.677679585484872,4.257326971135092,4.257326971135092,4.615773307632723
E08000028,Sandwell,2020-03-19,9,3,2.566211060418696,0.7117388893848019,1.3663993109312846,1.517929297072202,3.837979727491172,2.500719194342508,3.837979727491172,3.837979727491172,4.1378347226568355
E08000014,Sefton,2020-03-19,6,1,2.754144063213338,1.040968609443921,1.1073087557243448,1.2926046726590474,4.659380525762398,2.624163050379833,4.659380525762398,4.659380525762398,5.138238978258378
E08000019,Sheffield,2020-03-19,60,7,1.7716187604508198,0.243350552037602,1.327064022475683,1.3912265031778193,2.1899791475944776,1.7604890482006363,2.1899791475944776,2.1899791475944776,2.279407541652184
E06000051,Shropshire,2020-03-19,5,0,0.8331792038368854,0.5891466649766705,0.10090186692958353,0.14803991027909202,1.9762446312713553,0.6991819044520573,1.9762446312713553,1.9762446312713553,2.3210887022627578
E06000039,Slough,2020-03-19,19,3,2.242547839198073,0.489364058223087,1.3881724575886005,1.5027232710730773,3.1034746453975703,2.207054042092642,3.1034746453975703,3.1034746453975703,3.2985078629512583
E08000029,Solihull,2020-03-19,1,2,4.648527792521296,2.324263896260648,1.2665673698521442,1.5878422601811817,9.010771965939863,4.2674191117149896,9.010771965939863,9.010771965939863,10.188728132330173
E10000027,Somerset,2020-03-19,12,0,2.122445756937082,0.67117628020813,1.0177952390970326,1.1515129301453686,3.333346995689754,2.052132230903556,3.333346995689754,3.333346995689754,3.6261568593568634
E06000025,South Gloucestershire,2020-03-19,13,1,1.9854657400597235,0.5506691178047992,1.057176886554547,1.1744149425800048,2.9694273310217083,1.934794983334969,2.9694273310217083,2.9694273310217083,3.2014237669618066
E08000023,South Tyneside,2020-03-19,2,0,2.783206409976006,1.6068849700099388,0.5739640727055002,0.7586013590430906,5.840831054760058,2.4808206019392873,5.840831054760058,5.840831054760058,6.702599008961308
E06000045,Southampton,2020-03-19,8,0,2.643154399105895,0.8810514663686317,1.2086185006997328,1.378912369784966,4.239223099363756,2.545930717622534,4.239223099363756,4.239223099363756,4.62939365903251
E06000033,Southend-on-Sea,2020-03-19,5,1,1.970916380128971,0.881420600787239,0.6399511838401696,0.7766000109985093,3.6081641170844376,1.8411941654385033,3.6081641170844376,3.6081641170844376,4.037062975779303
E09000028,Southwark,2020-03-19,89,25,1.8388790436808078,0.20307021906072603,1.4625150748190143,1.5180844481640756,2.1851550193139184,1.8314093517667063,2.1851550193139184,2.1851550193139184,2.2576860821554052
E08000013,St. Helens,2020-03-19,2,0,1.2891976252565305,0.9116003831084862,0.15612781335698853,0.2290656078501441,3.0578894358239235,1.0818604769429625,3.0578894358239235,3.0578894358239235,3.591474714187335
E10000028,Staffordshire,2020-03-19,19,7,3.0218558348691134,0.6442618287174762,1.8937809633835467,2.0457604868825605,4.153739091292963,2.976195523129045,4.153739091292963,4.153739091292963,4.409262748861408
E08000007,Stockport,2020-03-19,15,8,2.4429174879843787,0.5462529566556097,1.4921974668743483,1.619001009337045,3.405334103345193,2.402325045542076,3.405334103345193,3.405334103345193,3.624172353672512
E06000004,Stockton-on-Tees,2020-03-19,10,0,2.487904201341982,0.8293014004473274,1.1376282243397022,1.2979195915421822,3.990225074592974,2.396391119202622,3.990225074592974,3.990225074592974,4.35747829860751
E06000021,Stoke-on-Trent,2020-03-19,2,0,3.472567169480653,2.0048875900787118,0.7161268342133882,0.9464961580622228,7.28752207904612,3.0952846848825235,7.28752207904612,7.28752207904612,8.362737734896657
E10000029,Suffolk,2020-03-19,14,0,2.3182090731901943,0.6195674359134616,1.2673864722917982,1.4015126256360748,3.4224331686555542,2.2632533769717647,3.4224331686555542,3.4224331686555542,3.681050394149012
E08000024,Sunderland,2020-03-19,4,1,3.3421529079286256,1.4946562186654007,1.0851879519433651,1.3169082215888972,6.118492046531354,3.122178341061249,6.118492046531354,6.118492046531354,6.845791074661869
E10000030,Surrey,2020-03-19,51,10,1.942920046463631,0.29979907187784155,1.4002858726713168,1.4774579625097977,2.46091271366525,1.92752199221453,2.46091271366525,2.46091271366525,2.5730335152432695
E09000029,Sutton,2020-03-19,16,5,2.024636035093372,0.522758776403203,1.1331734195304186,1.2480302602942723,2.9541445373841504,1.9798262178422636,2.9541445373841504,2.9541445373841504,3.170528891597247
E06000030,Swindon,2020-03-19,4,1,3.9307190689941933,1.9653595344970967,1.0709886516873688,1.3426534441055333,7.619361392194118,3.6084598020033294,7.619361392194118,7.619361392194118,8.615421859578852
E08000008,Tameside,2020-03-19,15,5,2.454700038052256,0.5631468106618542,1.4778897748136817,1.6074347641227014,3.4484362946991283,2.4117720324980643,3.4484362946991283,3.4484362946991283,3.675300958484337
E06000020,Telford and Wrekin,2020-03-19,0,0,5,5,0.12658903992144938,0.2564664719377527,14.97866136776995,3.4657359027997265,14.97866136776995,14.97866136776995,18.444397270569677
E06000034,Thurrock,2020-03-19,3,3,4.392410293102651,1.6601750416728491,1.7659767480033786,2.0614934944528316,7.430951508383568,4.185111791073068,7.430951508383568,7.430951508383568,8.194652588431108
E06000027,Torbay,2020-03-19,12,1,2.652565859850171,1.1862635154840326,0.8612809144719037,1.0451902966066544,4.85606241350956,2.477978687395106,4.85606241350956,4.85606241350956,5.433297694200797
E09000030,Tower Hamlets,2020-03-19,36,9,2.2936166033533802,0.37706824685804907,1.6149177565393646,1.7105802261606347,2.9470328462671267,2.272986812243499,2.9470328462671267,2.9470328462671267,3.089512381241577
E08000009,Trafford,2020-03-19,16,2,1.4974710824262505,0.4515045195286579,0.747532168991116,0.8398100021042041,2.3091302544788945,1.4523457992692248,2.3091302544788945,2.3091302544788945,2.5035478516767724
E08000036,Wakefield,2020-03-19,6,0,1.6641251481453163,0.6793762468482482,0.6107046001317972,0.7247305913819329,2.9158342958277306,1.5726429713622159,2.9158342958277306,2.9158342958277306,3.2362608083519304
E08000030,Walsall,2020-03-19,17,4,2.0120806659727637,0.439071997913207,1.245509644935257,1.348288044153705,2.784529820141594,1.9802345748127481,2.784529820141594,2.784529820141594,2.95951942767771
E09000031,Waltham Forest,2020-03-19,18,6,2.7002496968065577,0.563040983337413,1.7117266776613616,1.8455029877565539,3.6881665970951305,2.661218077931198,3.6881665970951305,3.6881665970951305,3.910462209238591
E09000032,Wandsworth,2020-03-19,81,21,2.6605287309967363,0.2773792947128985,2.1447616609193076,2.221302570497999,3.1326169831643695,2.6508953678883382,3.1326169831643695,3.1326169831643695,3.231033857038429
E06000007,Warrington,2020-03-19,4,0,1.912329625633943,0.9561648128169715,0.5210454604845567,0.6532127870383433,3.706886771338942,1.755547639288783,3.706886771338942,3.706886771338942,4.191479006822722
E10000031,Warwickshire,2020-03-19,14,2,2.189132845847609,0.6319482189209843,1.1311568861374095,1.2631684204265161,3.3215556239909683,2.1286330863006886,3.3215556239909683,3.3215556239909683,3.590549748558913
E06000037,West Berkshire,2020-03-19,4,3,1.2701098580088532,0.6350549290044266,0.3460621887363242,0.43384361622270284,2.461998897935513,1.165980139080724,2.461998897935513,2.461998897935513,2.783849988433816
E10000032,West Sussex,2020-03-19,20,3,2.010616906857644,0.4876462282133371,1.17125844179658,1.2811343845754988,2.874139457117292,1.9713334363268433,2.874139457117292,2.874139457117292,3.0730502506175053
E09000033,Westminster,2020-03-19,84,19,1.7319183901946444,0.19866466424521315,1.3645547057294705,1.4186027953053437,2.071126522200082,1.7243282083000386,2.071126522200082,2.071126522200082,2.142409242770407
E08000010,Wigan,2020-03-19,5,2,2.923548368237368,1.461774184118684,0.7965685336659127,0.9986244798276661,5.667047472527684,2.6838618025928818,5.667047472527684,5.667047472527684,6.407886719234147
E06000054,Wiltshire,2020-03-19,13,5,2.764699016795363,0.7667895435600429,1.472085788167879,1.635336118649448,4.134834793107057,2.6941415710179344,4.134834793107057,4.134834793107057,4.457882582551324
E06000040,Windsor and Maidenhead,2020-03-19,15,0,1.2911899807749467,0.40831012312378534,0.6191757838367632,0.7005229477723592,2.027841809013764,1.2484147437491184,2.027841809013764,2.027841809013764,2.2059727039981665
E08000015,Wirral,2020-03-19,10,0,1.1481522494987093,0.5134692956796826,0.3728019101690007,0.45240633168329214,2.101926692252633,1.0725829081971425,2.101926692252633,2.101926692252633,2.351780615221052
E06000041,Wokingham,2020-03-19,12,2,1.402898484980664,0.49599951602308073,0.6056719910172427,0.6980862819651801,2.3056836167231722,1.3448973029778974,2.3056836167231722,2.3056836167231722,2.5291936767875267
E08000031,Wolverhampton,2020-03-19,32,11,2.1806744547837145,0.37960669749121845,1.5010759554137303,1.5960349044161488,2.840325419165739,2.1586874334972284,2.840325419165739,2.840325419165739,2.985174959346766
E10000034,Worcestershire,2020-03-19,11,1,2.298687584513661,0.6930803843709256,1.147496560067345,1.289147314991573,3.544622069359339,2.2294181813458525,3.544622069359339,3.544622069359339,3.843062100779277
E06000014,York,2020-03-19,7,1,1.938122634327829,0.9690613171639145,0.528073187248834,0.6620231526098395,3.7568843038975355,1.7792260129936803,3.7568843038975355,3.7568843038975355,4.248012594450106
E09000002,Barking and Dagenham,2020-03-20,23,10,2.262589495935139,0.4437303073470513,1.477998578073333,1.585426623434933,3.03849062429613,2.2336489837207156,3.03849062429613,3.03849062429613,3.2115658002706136
E09000003,Barnet,2020-03-20,81,7,2.4713837506674503,0.31642826455231843,1.8904127449549013,1.9749347427499901,3.0138577975032512,2.4578921195058707,3.0138577975032512,3.0138577975032512,3.1290105966960473
